Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Saudi Arabia,SAU,44.3,22.9,19.2,18.7,18.1,17.6,17,16.5,16,15.5,15,14.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Senegal,SEN,140.4,134.9,88.8,82,75.8,70.1,64.8,60,55.9,52.5,49.7,47.2
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Serbia,SRB,28.4,12.6,8.4,8.1,8,7.8,7.6,7.3,7.1,6.9,6.8,6.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Seychelles,SYC,16.5,14.3,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14,13.8,13.6
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Sierra Leone,SLE,264.3,235.8,196.2,188,179.1,169.9,160.2,150.6,141.6,133.4,126.4,120.4
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Singapore,SGP,7.7,4,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Slovak Republic,SVK,17.7,11.7,9.5,9.2,8.9,8.6,8.4,8.1,7.9,7.7,7.5,7.3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Slovenia,SVN,10.4,5.5,4,3.8,3.6,3.5,3.3,3.1,3,2.8,2.7,2.6
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Solomon Islands,SLB,39.7,33.1,33.4,33.3,33.1,32.6,32.1,31.4,30.7,29.9,28.9,28.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Somalia,SOM,180.2,174.4,173.7,171.8,168.5,164.4,160.2,155.3,150.6,146.1,141.2,136.8
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,South Africa,ZAF,59.9,75.3,73.1,71.3,68.4,63.5,53.8,49.8,47.7,43.4,41.4,40.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,South Sudan,SSD,253.2,182.3,132.1,125.7,120,115.2,110.9,106.7,102.8,99.2,95.6,92.6
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Spain,ESP,11,6.5,5.5,5.2,5,4.8,4.6,4.5,4.4,4.3,4.2,4.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Sri Lanka,LKA,21.2,16.3,13.2,12.5,11.8,11.3,10.9,10.6,10.4,10.2,10,9.8
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,St. Kitts and Nevis,KNA,28.4,18.6,14.6,14,13.5,13,12.5,12.1,11.7,11.3,10.9,10.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,St. Lucia,LCA,22.6,17.8,17,16.8,16.6,16.3,16.1,15.8,15.4,15.1,14.7,14.3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,St. Vincent and the Grenadines,VCT,24.5,22.2,21.7,21.6,21.4,21.1,20.8,20.3,19.8,19.3,18.8,18.3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Sudan,SDN,127.5,105.9,89.3,87,84.7,82.4,80.2,78.2,76.3,74.2,72.2,70.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Suriname,SUR,47.6,34.4,28.3,27.4,26.4,25.6,24.9,24.1,23.4,22.6,21.9,21.3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Swaziland,SWZ,74.7,128.3,122.7,117.2,113.8,104.2,88.4,79.1,72.6,67.6,62.6,60.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Sweden,SWE,6.9,4.1,3.4,3.3,3.2,3.1,3.1,3,3,3,3,3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Switzerland,CHE,8.2,5.6,5,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4,3.9
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Syrian Arab Republic,SYR,37.2,23.4,18,17.3,16.5,15.9,15.3,15,16,15.3,14.3,12.9
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Tajikistan,TJK,108.4,93,61.5,58.6,56.2,54.3,52.6,50.9,49.3,47.8,46.3,44.8
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Tanzania,TZA,165.2,130.6,85.8,79.5,73.7,68.6,63.4,58.9,55.7,53.3,50.5,48.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Thailand,THA,37,22.5,17,16.3,15.6,15,14.5,14,13.5,13.1,12.6,12.3
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Timor-Leste,TMP,175.7,110.2,78.5,74.1,70.2,66.7,63.8,61.1,58.7,56.5,54.5,52.6
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Togo,TGO,146.2,120.8,102.1,99.2,96.4,93.6,90.9,88.3,85.8,83.3,80.8,78.4
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Tonga,TON,21.9,17.6,16.7,16.8,17,17.2,17.4,17.5,17.5,17.3,17.1,16.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Trinidad and Tobago,TTO,30.5,28.7,26.3,25.6,24.9,24.3,23.6,22.9,22.2,21.5,20.9,20.4
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Tunisia,TUN,57,31.7,21.7,20.5,19.4,18.3,17.4,16.5,15.8,15.2,14.6,14
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Turkey,TUR,74.5,39.6,25.7,23.9,22.2,20.6,19.1,17.8,16.5,15.4,14.3,13.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Turkmenistan,TKM,90.5,81.6,68,66,63.9,61.9,60.1,58.2,56.5,54.7,53.1,51.4
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Tuvalu,TUV,57.2,42.6,35.6,34.6,33.6,32.6,31.7,30.7,29.8,28.9,28,27.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Uganda,UGA,187.1,148.4,99.7,92.5,85.9,80.1,75.2,69.8,64.1,60.3,56.9,54.6
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Ukraine,UKR,19.5,18.5,14,13.4,12.9,12.3,11.8,11.2,10.6,10,9.5,9
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,United Arab Emirates,ARE,16.5,11.1,9.6,9.4,9.1,8.8,8.5,8.2,7.8,7.4,7.1,6.8
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,United Kingdom,GBR,9.3,6.6,5.9,5.8,5.6,5.4,5.2,5,4.8,4.6,4.4,4.2
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,United States,USA,11.2,8.4,7.9,7.8,7.7,7.5,7.4,7.2,7.1,6.9,6.7,6.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Uruguay,URY,23.1,16.8,13.8,13.3,13,12.7,12.3,12,11.6,11.1,10.6,10.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Uzbekistan,UZB,71.5,63.2,52.5,50.8,49.2,47.6,46.1,44.6,43.2,41.8,40.4,39.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Vanuatu,VUT,35.6,28.5,28,28.2,28.2,28.4,28.5,28.6,28.6,28.4,28.1,27.5
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,"Venezuela, RB",VEN,29.6,21.7,17.9,17.4,17.1,16.8,16.6,16.4,16.1,15.7,15.3,14.9
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Vietnam,VNM,50.8,33.8,27.7,26.9,26.2,25.5,24.8,24.2,23.5,22.9,22.3,21.7
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,West Bank and Gaza,WBG,44.4,29.8,25.8,25.2,24.7,24.2,23.8,23.3,22.8,22.3,21.7,21.1
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,"Yemen, Rep.",YEM,126.3,95.4,68.5,64.7,61,57.6,54.2,51.1,48.4,46,43.8,41.9
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Zambia,ZMB,190.6,163.1,104.5,98,93.1,87.4,82.1,78.6,74.4,70.2,66.6,64
"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,Zimbabwe,ZWE,75.8,105.8,100,98,95.4,92.9,89.5,85.6,78.5,74.5,72.3,70.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Afghanistan,AFG,..,24.3,34,35.6,37.3,38.9,40.5,42.1,43.7,45.4,47,47
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Albania,ALB,..,93.3,94.1,94.2,94.4,94.5,94.7,94.8,94.9,95.1,95.2,95.2
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Algeria,DZA,85,84,83.1,83,82.8,82.7,82.5,82.4,82.2,82.1,81.9,81.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,American Samoa,ASM,93.6,97.8,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Andorra,ADO,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Angola,AGO,43.5,38.7,33.8,33,32.2,31.4,30.6,29.8,29,28.2,28.2,28.2
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Antigua and Barbuda,ATG,97.4,97.7,97.8,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Argentina,ARG,68.8,81.3,88.7,90,91.2,92.5,93.7,95,96.2,97.5,98.7,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Armenia,ARM,..,81.7,90.6,92,93.5,95,96.5,98,99.4,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Aruba,ABW,91,94.2,96.2,96.5,96.8,97.1,97.4,97.8,98.1,98.1,98.1,98.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Australia,AUS,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Austria,AUT,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Azerbaijan,AZE,50.3,59,66.5,67.8,69,70.3,71.5,72.8,74,75.3,76.5,77.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Bahamas, The",BHS,..,96.6,97.5,97.6,97.8,97.9,98.1,98.2,98.4,98.4,98.4,98.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bahrain,BHR,94.9,98.9,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bangladesh,BGD,64.8,73.7,79,79.9,80.8,81.7,82.6,83.5,84.4,85.3,86.1,87
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Barbados,BRB,96.1,97.6,98.5,98.7,98.8,99,99.1,99.3,99.4,99.6,99.7,99.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Belarus,BLR,99,99,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Belgium,BEL,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Belize,BLZ,59.8,78.5,89.7,91.5,93.4,95.2,97.1,99,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Benin,BEN,48.8,58.5,64.4,65.3,66.3,67.3,68.3,69.2,70.2,71.2,72.1,72.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bhutan,BTN,67,79,88.1,89.6,91.1,92.6,94.1,95.6,97.1,98.6,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bolivia,BOL,40.4,55.1,63.9,65.3,66.8,68.3,69.7,71.2,72.7,74.1,75.6,75.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bosnia and Herzegovina,BIH,95.7,96.2,97.9,98.1,98.4,98.7,98.9,99.2,99.5,99.7,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Botswana,BWA,86.9,89.2,90.6,90.9,91.1,91.3,91.6,91.8,92,92.3,92.3,92.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Brazil,BRA,67.7,75.7,80.5,81.3,82.2,83,83.8,84.6,85.4,86.2,87,87
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Bulgaria,BGR,99.8,99.4,99.2,99.2,99.2,99.1,99.1,99.1,99,99,99,99
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Burkina Faso,BFA,38.6,54.5,65.2,67,68.7,70.5,72.3,74.1,75.8,75.8,75.8,75.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Burundi,BDI,67,69.8,71.5,71.8,72.1,72.4,72.6,72.9,73.2,73.5,73.8,73.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cabo Verde,CPV,..,80.7,83.5,84,84.5,84.9,85.4,85.9,86.4,86.8,87.3,87.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cambodia,KHM,21.5,38.1,50.5,52.6,54.6,56.7,58.8,60.9,62.9,65,67.1,69.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cameroon,CMR,33.5,41.9,46.9,47.7,48.5,49.4,50.2,51,51.9,52.7,52.7,52.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Canada,CAN,99,99,99,99,99,99,99,99,99,99,99,99
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Central African Republic,CAF,46.4,49.6,52,52.4,52.8,53.2,53.6,54,54.4,54.4,54.4,54.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Chad,TCD,37.2,40.7,42.7,43,43.4,43.7,44.1,44.4,44.8,44.8,44.8,44.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Chile,CHL,48.2,67.8,79.6,81.5,83.5,85.4,87.4,89.4,91.3,93.3,93.3,93.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,China,CHN,56.1,70.8,79.7,81.2,82.6,84.1,85.6,87.1,88.5,90,91.5,93
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Colombia,COL,68.8,71,72.3,72.5,72.7,72.9,73.2,73.4,73.6,73.8,73.8,73.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Comoros,COM,87.8,88.4,88.7,88.8,88.8,88.9,88.9,89,89,89.1,89.1,89.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Congo, Dem. Rep.",ZAR,24.7,26.8,28.5,28.8,29.1,29.4,29.7,30,30.3,30.6,30.9,31.2
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Congo, Rep.",COG,..,32.1,35.2,35.8,36.4,37,37.6,38.2,38.8,39.4,40,40
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Costa Rica,CRI,86.5,88.8,90.2,90.5,90.7,90.9,91.2,91.4,91.7,91.9,91.9,91.9
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cote d'Ivoire,CIV,66.7,67.5,68.1,68.2,68.3,68.3,68.4,68.5,68.6,68.7,68.8,68.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Croatia,HRV,96.3,96.3,97.6,97.9,98.1,98.4,98.6,98.9,99.2,99.4,99.7,99.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cuba,CUB,..,77.3,82.3,83.1,84,84.8,85.6,86.5,87.3,88.1,89,89.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Cyprus,CYP,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Czech Republic,CZE,99.6,99.6,99.8,99.8,99.8,99.9,99.9,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Djibouti,DJI,60.7,62.1,63.5,63.8,64,64.2,64.5,64.7,64.7,64.7,64.7,64.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Dominica,DMA,..,91.8,91.8,91.8,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Dominican Republic,DOM,75.8,78.2,79.7,79.9,80.2,80.4,80.7,80.9,81.2,81.4,81.7,81.9
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Ecuador,ECU,61.4,67.3,70.8,71.4,72,72.6,73.2,73.7,74.3,74.9,75.5,75.5
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Egypt, Arab Rep.",EGY,90.9,94.1,96.1,96.4,96.7,97.1,97.4,97.7,98,98.3,98.7,99
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,El Salvador,SLV,50.6,65,73.6,75,76.5,77.9,79.4,80.8,82.2,83.7,85.1,86.5
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Equatorial Guinea,GNQ,..,40,36.1,35.4,34.8,34.1,33.5,32.8,32.1,31.5,31.5,31.5
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Eritrea,ERI,43.9,47.4,50.3,50.8,51.3,51.8,52.3,52.8,53.3,53.3,53.3,53.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Estonia,EST,97.1,97.3,98,98.2,98.3,98.4,98.5,98.6,98.7,98.8,99,99
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Ethiopia,ETH,3,18.9,30.8,32.8,34.8,36.7,38.7,40.7,42.7,44.7,46.7,48.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Fiji,FJI,80.2,85.2,88.5,89,89.6,90.1,90.7,91.2,91.2,91.2,91.2,91.2
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Finland,FIN,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,France,FRA,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,French Polynesia,PYF,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Gabon,GAB,..,40.7,51.8,53.7,55.5,57.4,59.3,61.1,63,64.8,66.7,66.7
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Gambia, The",GMB,69.6,76.3,80.3,81,81.7,82.3,83,83.7,84.4,84.4,84.4,84.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Georgia,GEO,72.7,80.6,88.5,89.8,91.2,92.5,93.8,95.1,96.4,97.8,99.1,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Germany,DEU,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Ghana,GHA,39.1,57.1,67.9,69.7,71.5,73.3,75.1,76.8,78.6,80.4,82.2,84
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Greece,GRC,92.6,96.3,98.5,98.9,99.3,99.6,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Grenada,GRD,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Guam,GUM,99.7,99.6,99.6,99.6,99.6,99.5,99.5,99.5,99.5,99.5,99.5,99.5
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Guatemala,GTM,67.5,75.9,80.9,81.8,82.6,83.5,84.3,85.1,86,86.8,86.8,86.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Guinea,GIN,39.1,50.9,58,59.2,60.3,61.5,62.7,63.9,65,66.2,67.4,67.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Guinea-Bissau,GNB,31.7,43.2,50,51.1,52.3,53.4,54.6,55.7,56.9,58,59.1,60.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Guyana,GUY,73.6,82.8,89,90.1,91.1,92.1,93.1,94.2,95.2,96.2,97.3,98.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Haiti,HTI,50.2,49.3,48.6,48.4,48.3,48.2,48.1,48,47.9,47.7,47.6,47.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Honduras,HND,59.9,69.5,75.2,76.1,77.1,78,79,79.9,80.9,81.9,82.8,83.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Hungary,HUN,91.9,96.2,98.8,99.2,99.7,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,India,IND,64.2,76.1,83.2,84.4,85.5,86.7,87.9,89.1,90.3,91.5,92.6,92.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Indonesia,IDN,60.7,68.2,72.7,73.5,74.2,75,75.7,76.5,77.2,78,78.7,79.5
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Iran, Islamic Rep.",IRN,83.9,86.8,89.2,89.6,90.1,90.5,90.9,91.3,91.7,92.1,92.1,92.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Iraq,IRQ,39.1,48.9,58.7,60.3,62,63.6,65.2,66.9,68.5,70.1,70.1,70.1
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Ireland,IRL,96.9,96.9,97.3,97.4,97.4,97.5,97.6,97.6,97.7,97.8,97.8,97.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Jamaica,JAM,88.5,88.9,89.1,89.2,89.2,89.3,89.3,89.3,89.4,89.4,89.4,89.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Jordan,JOR,90.2,91,91.6,91.7,91.7,91.8,91.9,92,92.1,92.2,92.3,92.3
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kazakhstan,KAZ,89.9,88.5,87.2,87,86.8,86.6,86.4,86.2,86,85.8,85.6,85.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kenya,KEN,33,42.9,48.9,49.9,50.9,51.9,52.9,53.9,54.8,55.8,56.8,56.8
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kiribati,KIR,36.1,42.7,46.6,47.3,48,48.6,49.3,49.9,50.6,50.6,50.6,50.6
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Korea, Dem. Rep.",PRK,100,99.8,99.6,99.6,99.5,99.5,99.4,99.4,99.4,99.4,99.4,99.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,"Korea, Rep.",KOR,..,75.3,84.8,86.4,87.9,87.9,87.9,87.9,87.9,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kuwait,KWT,99,99,99,99,99,99,99,99,99,99,99,99
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Kyrgyz Republic,KGZ,61.8,68.8,75.8,76.9,78.1,79.2,80.4,81.6,82.7,83.9,85.1,86.2
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Lao PDR,LAO,..,37.9,51.4,53.7,55.9,58.1,60.4,62.6,64.9,67.1,69.4,69.4
"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,Latvia,LVA,95.4,95.4,96.4,96.7,96.9,97.1,97.3,97.5,97.7,97.9,98.1,98.3
